,Lesezeichen,Arbeitsvorgang,AVO-Kurztext,AVO-Langtext,Vorgänge,Teile pro Vorgang,VD-Wert,VD-Kurztext,label,Lfd.Nr.,Beschreibung,Langcode,Kurzcode,tg,A,H,T,n (Wert),tg*n
1182,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522B:8WK,8WK: 37522B,3FP/3FG: Limo: Flansch bei Panoramaglasdach reinigen (+3FP),"Extra PID für NAR Dach!  - Papier abrollen, abtrennen und falten (2x) - Papier befeuchten mit Spender, mehrmals pumpen - Einsteigen ins Fahrzeug, Körper durch Schiebedachausschnitt - Flansch an Schiebedachausschnitt reinigen - Standortverlagerung für Ausschnitt reinigen - aus Fahrzeug aussteigen  P-WS: F-Zeit für reinigen erhöht, da nur noch Großdach + 0,14min 01.06.22 H.E  ",1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,22,Schritt nach vorne,3000KA.....5,KA,0.015,2.0,1.0,1,2.0,0.03
1183,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522B:8WK,8WK: 37522B,3FP/3FG: Limo: Flansch bei Panoramaglasdach reinigen (+3FP),"Extra PID für NAR Dach!  - Papier abrollen, abtrennen und falten (2x) - Papier befeuchten mit Spender, mehrmals pumpen - Einsteigen ins Fahrzeug, Körper durch Schiebedachausschnitt - Flansch an Schiebedachausschnitt reinigen - Standortverlagerung für Ausschnitt reinigen - aus Fahrzeug aussteigen  P-WS: F-Zeit für reinigen erhöht, da nur noch Großdach + 0,14min 01.06.22 H.E  ",1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,23,Reinigen: mit Microfaser (Länge oder Fläche) Doppelbewegung,3000ZB2....5,ZB2,0.018,8.0,1.0,1,8.0,0.144
1184,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AI:8WK,8WK: 37522AI,3FP/3FG:Dachausschnitt rechts Primern,Primerflasche aufnehmen  an Dachauschnitt ansetzen Flasche an Scheibenausschnitt entlang führen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,1,Ergänzungswert für Werkzeug aufnehmen und ablegen.,M-EHAX.2,M-EHAX.2,0.024,1.0,1.0,1,1.0,0.024
1185,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AI:8WK,8WK: 37522AI,3FP/3FG:Dachausschnitt rechts Primern,Primerflasche aufnehmen  an Dachauschnitt ansetzen Flasche an Scheibenausschnitt entlang führen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,2,mit Flasche Strich / Punkt auftragen Scheibenausschnitt vorne,M-MAG.3,M-MAG.3,0.0569999999999999,1.0,1.0,1,1.0,0.0569999999999999
1186,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AI:8WK,8WK: 37522AI,3FP/3FG:Dachausschnitt rechts Primern,Primerflasche aufnehmen  an Dachauschnitt ansetzen Flasche an Scheibenausschnitt entlang führen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,3,"mit Flasche Strich / Punkt auftragen, Scheibenausschnitt 2x SeiteSeite",M-MAG.2,M-MAG.2,0.054,2.0,1.0,1,2.0,0.108
1187,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AI:8WK,8WK: 37522AI,3FP/3FG:Dachausschnitt rechts Primern,Primerflasche aufnehmen  an Dachauschnitt ansetzen Flasche an Scheibenausschnitt entlang führen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,4,zusätzlich Bewegung Primer auftragen,3000ZB2....5,ZB2,0.018,6.0,1.0,1,6.0,0.108
1188,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AJ:8WK,8WK: 37522AJ,3FP/3FG:Dachausschnitt links Primern,"Primerflasche aufnehmen  an Dachausschnitt ansetzen Flasche an Scheibenausschnitt entlang führen Dach (2x Seite, 1 vorne)",1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,1,Ergänzungswert für Werkzeug aufnehmen und ablegen.,M-EHAX.2,M-EHAX.2,0.024,1.0,1.0,1,1.0,0.024
1189,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AJ:8WK,8WK: 37522AJ,3FP/3FG:Dachausschnitt links Primern,"Primerflasche aufnehmen  an Dachausschnitt ansetzen Flasche an Scheibenausschnitt entlang führen Dach (2x Seite, 1 vorne)",1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,2,mit Flasche Strich / Punkt auftragen Scheibenausschnitt vorne,M-MAG.2,M-MAG.2,0.054,1.0,1.0,1,1.0,0.054
1190,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AJ:8WK,8WK: 37522AJ,3FP/3FG:Dachausschnitt links Primern,"Primerflasche aufnehmen  an Dachausschnitt ansetzen Flasche an Scheibenausschnitt entlang führen Dach (2x Seite, 1 vorne)",1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,3,"mit Flasche Strich / Punkt auftragen, Scheibenausschnitt 2x SeiteSeite",M-MAG.2,M-MAG.2,0.054,2.0,1.0,1,2.0,0.108
1191,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AJ:8WK,8WK: 37522AJ,3FP/3FG:Dachausschnitt links Primern,"Primerflasche aufnehmen  an Dachausschnitt ansetzen Flasche an Scheibenausschnitt entlang führen Dach (2x Seite, 1 vorne)",1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,4,zusätzlich Bewegung Primer auftragen,3000ZB2....5,ZB2,0.018,6.0,1.0,1,6.0,0.108
1192,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522ZT:8WK,8WK: 37522ZT,3FP/3FG:Deckel Primerflasche öffnen und schließen,Deckel Primerflasche öffnen und schließen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,1,Deckel öffnen,3000AA2....5,AA2,0.0209999999999999,1.0,1.0,1,1.0,0.0209999999999999
1193,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522ZT:8WK,8WK: 37522ZT,3FP/3FG:Deckel Primerflasche öffnen und schließen,Deckel Primerflasche öffnen und schließen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,2,Deckel schließen,3000AC2....5,AC2,0.033,1.0,1.0,1,1.0,0.033
1194,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AD:8WK,8WK: 37522AD,3FP/3FG:Primerkopf austauschen und Primerflasche nachfüllen,Primerkopf austauschen und Primerflasche nachfüllen  Primerkopf tauschen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,1,Flasche nachfüllen,,,0.0,0.0,1.0,1,0.0,0.0
1195,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AD:8WK,8WK: 37522AD,3FP/3FG:Primerkopf austauschen und Primerflasche nachfüllen,Primerkopf austauschen und Primerflasche nachfüllen  Primerkopf tauschen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,2,Schachtel aufnehmen und neben Rührgerät abstellen,3000AH2....5,AH2,0.027,1.0,1.0,20,0.05,0.00134999999999999
1196,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AD:8WK,8WK: 37522AD,3FP/3FG:Primerkopf austauschen und Primerflasche nachfüllen,Primerkopf austauschen und Primerflasche nachfüllen  Primerkopf tauschen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,3,9 Flaschen aufnehmen und in Rührgerät stellen,3000AA2....5,AA2,0.0209999999999999,9.0,1.0,20,0.45,0.00945
1197,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AD:8WK,8WK: 37522AD,3FP/3FG:Primerkopf austauschen und Primerflasche nachfüllen,Primerkopf austauschen und Primerflasche nachfüllen  Primerkopf tauschen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,4,2 Aluflaschen aufnehmen und ich Primerflasche füllen,3000AB2....5,AB2,0.027,2.0,1.0,20,0.1,0.00269999999999999
1198,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AD:8WK,8WK: 37522AD,3FP/3FG:Primerkopf austauschen und Primerflasche nachfüllen,Primerkopf austauschen und Primerflasche nachfüllen  Primerkopf tauschen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,5,Primerflasche aufnehmen und in Arbeitsbereich,3000AA2....5,AA2,0.0209999999999999,1.0,1.0,20,0.05,0.00105
1199,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AD:8WK,8WK: 37522AD,3FP/3FG:Primerkopf austauschen und Primerflasche nachfüllen,Primerkopf austauschen und Primerflasche nachfüllen  Primerkopf tauschen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,6,Flasche zum umfüllen kippen,3000ZB1....5,ZB1,0.006,2.0,1.0,20,0.1,0.0006
1200,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AD:8WK,8WK: 37522AD,3FP/3FG:Primerkopf austauschen und Primerflasche nachfüllen,Primerkopf austauschen und Primerflasche nachfüllen  Primerkopf tauschen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,7,und dazu drücken,3000ZD.....5,ZD,0.012,1.0,1.0,20,0.05,0.0006
1201,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AD:8WK,8WK: 37522AD,3FP/3FG:Primerkopf austauschen und Primerflasche nachfüllen,Primerkopf austauschen und Primerflasche nachfüllen  Primerkopf tauschen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,8,Aluflasche abstellen,3000PA2....5,PA2,0.012,1.0,1.0,20,0.05,0.0006
1202,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AD:8WK,8WK: 37522AD,3FP/3FG:Primerkopf austauschen und Primerflasche nachfüllen,Primerkopf austauschen und Primerflasche nachfüllen  Primerkopf tauschen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,9,Primerkopf tauschen,,,0.0,0.0,1.0,1,0.0,0.0
1203,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AD:8WK,8WK: 37522AD,3FP/3FG:Primerkopf austauschen und Primerflasche nachfüllen,Primerkopf austauschen und Primerflasche nachfüllen  Primerkopf tauschen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,10,Aufsatz Primerkopf abnehmen,3000AD1....5,AD1,0.012,1.0,1.0,20,0.05,0.0006
1204,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AD:8WK,8WK: 37522AD,3FP/3FG:Primerkopf austauschen und Primerflasche nachfüllen,Primerkopf austauschen und Primerflasche nachfüllen  Primerkopf tauschen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,11,Aufsatz abwerfen,3000PA2....5,PA2,0.012,1.0,1.0,20,0.05,0.0006
1205,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AD:8WK,8WK: 37522AD,3FP/3FG:Primerkopf austauschen und Primerflasche nachfüllen,Primerkopf austauschen und Primerflasche nachfüllen  Primerkopf tauschen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,12,Neuen Aufsatz aufnehmen und auf Applikator aufsetzen,3000AE2....5,AE2,0.033,1.0,1.0,20,0.05,0.00165
1206,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AD:8WK,8WK: 37522AD,3FP/3FG:Primerkopf austauschen und Primerflasche nachfüllen,Primerkopf austauschen und Primerflasche nachfüllen  Primerkopf tauschen,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,13,und reindrücken,3000ZB1....5,ZB1,0.006,2.0,1.0,20,0.1,0.0006
1207,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522CE:8WK,8WK: 37522CE,3FP/3FG:Filzwechsel auf Primerflasche anteilig,Gebrauchten Filz von Primerflasche abziehen und entsorgen Neuen Filz aufnhemen und auf Primerflasche aufstecken  (alle 20 Fzge),1.0,20.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,1,Gebrauchten Filz von Primerflasche abziehen,3000AA1....5,AA1,0.012,1.0,1.0,1,1.0,0.012
1208,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522CE:8WK,8WK: 37522CE,3FP/3FG:Filzwechsel auf Primerflasche anteilig,Gebrauchten Filz von Primerflasche abziehen und entsorgen Neuen Filz aufnhemen und auf Primerflasche aufstecken  (alle 20 Fzge),1.0,20.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,2,und entsorgen,3000PA2....5,PA2,0.012,1.0,1.0,1,1.0,0.012
1209,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522CE:8WK,8WK: 37522CE,3FP/3FG:Filzwechsel auf Primerflasche anteilig,Gebrauchten Filz von Primerflasche abziehen und entsorgen Neuen Filz aufnhemen und auf Primerflasche aufstecken  (alle 20 Fzge),1.0,20.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,3,Neuen Filz aufnhemen und auf Primerflasche aufstecken,3000AF2....5,AF2,0.039,1.0,1.0,1,1.0,0.039
1210,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522CE:8WK,8WK: 37522CE,3FP/3FG:Filzwechsel auf Primerflasche anteilig,Gebrauchten Filz von Primerflasche abziehen und entsorgen Neuen Filz aufnhemen und auf Primerflasche aufstecken  (alle 20 Fzge),1.0,20.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,4,Filz nach schieben,3000ZB1....5,ZB1,0.006,1.0,1.0,1,1.0,0.006
1211,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AQ:8WK,8WK: 37522AQ,3FP/3FG:Laufweg zum nächsten Fahrzeug,,1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,1,Gehen / m,3000KA.....5,KA,0.015,6.0,1.0,1,6.0,0.09
1212,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AR:8WK,8WK: 37522AR,3FP/3FG Laufweg: Primerkopf austauschen und Primerflasche nachfüllen,,1.0,20.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,1,Gehen / m,3000KA.....5,KA,0.015,4.0,1.0,1,4.0,0.06
1213,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AC:8WK,8WK: 37522AC,3FP/3FG:Einsteigen ins Fahrzeug und aufstehen für Primern Dachausschnitt,"- Zum Primeren der Dachausschnitte ins Fahrzeug einsteigen, aufrichten und aufrecht stehen - nach Primern Aussteigen aus Fahrzeug",1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,1,In Innenraum ein- und aussteigen und aufrecht stehen im Schiebedachausschnitt oder Windschutzscheibenausschnitt,M-KBA,M-KBA,0.142657199999999,1.0,1.0,1,1.0,0.142657199999999
1214,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3201KV/4PZ37522/37522AE:8WK,8WK: 37522AE,3FP/3FG:Standortverlagerung im Dachausschnitt für Primern Panoramadach,"- 4x Standortverlagerung im Panoramadachausschnitt - nach hinten, Seitenwechsel, nach vorne, Seitenwechsel",1.0,1.0,4PZ37522,"Klebeapplikation (PAD+,PAD++)",0.0,1,"Standortverlagerung im Fahrzeug 4x nach hinten, nach links, nach vorne, Seitenwechsel",3000KA.....5,KA,0.015,4.0,1.0,1,4.0,0.06
1215,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,1,Türdichtung aufnehmen in Arbeitsbereich,3000AL2....5,AL2,0.063,1.0,1.0,1,1.0,0.063
1216,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,2,Naht suchen für das erste ansetzen (durchschnittlich 2x suchen),3000PB1....5,PB1,0.012,2.0,1.0,1,2.0,0.024
1217,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,3,Stoss-Stelle auf Höhe Verprägung Türfeststeller Pf. A  platzieren,3000PB2....5,PB2,0.018,1.0,1.0,1,1.0,0.018
1218,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,4,und andrücken,3000PA1....5,PA1,0.006,1.0,1.0,1,1.0,0.006
1219,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,5,,,,0.0,1.0,1.0,1,1.0,0.0
1220,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,6,Bewegungsfolge zum ansetzen Türdichtung,3000ZA1....5,ZA1,0.003,1.0,1.0,1,1.0,0.003
1221,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,7,,,,0.0,1.0,1.0,1,1.0,0.0
1222,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,8,Türdichtung an Pf. A oben (Rundung),3000AB1....5,AB1,0.018,1.0,1.0,1,1.0,0.018
1223,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,9,andrücken,3000PA1....5,PA1,0.006,1.0,1.0,1,1.0,0.006
1224,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,10,,,,0.0,1.0,1.0,1,1.0,0.0
1225,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,11,Türdichtung zwischen Pf. A und Pf. B oben,3000AA1....5,AA1,0.012,4.0,1.0,1,4.0,0.048
1226,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,12,Bewegungsfolge zum ansetzen Türdichtung,3000ZA1....5,ZA1,0.003,4.0,1.0,1,4.0,0.012
1227,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,13,,,,0.0,1.0,1.0,1,1.0,0.0
1228,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,14,Türdichtung an Pf. B oben (Rundung),3000AB1....5,AB1,0.018,1.0,1.0,1,1.0,0.018
1229,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,15,andrücken,3000PA1....5,PA1,0.006,1.0,1.0,1,1.0,0.006
1230,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,16,,,,0.0,1.0,1.0,1,1.0,0.0
1231,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,17,Türdichtung Pf. B oben nach unten,3000AA1....5,AA1,0.012,3.0,1.0,1,3.0,0.036
1232,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,18,Bewegungsfolge zum ansetzen Türdichtung,3000ZA1....5,ZA1,0.003,3.0,1.0,1,3.0,0.009
1233,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,19,,,,0.0,1.0,1.0,1,1.0,0.0
1234,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,20,Türdichtung an Pf. B unten (Rundung),3000AB1....5,AB1,0.018,1.0,1.0,1,1.0,0.018
1235,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B06/3902KV/4PZ39600/39600E:8WK,8WK: 35254AA,Wischermotor mit Gestell 3x mit EC festschrauben,"EC-Schrauber von MLW aufnehmen, ansetzen und wieder ablegen 2. und 3. Platzieren, lose, <=20cm Prozesszeit, Wert für 1 TMU (1 TMU Schritte) ",1.0,1.0,4PZ39600,Wischeranlage montieren,4.0,21,andrücken,3000PA1....5,PA1,0.006,1.0,1.0,1,1.0,0.006
